OBD,-0.635,0.29474215,6.900176589
OBC,-0.635,0.29474215,6.900176589
CAU,0,0.456884852,1.642169424
CAV,0,0.563384105,0.379557318
CAW,0.27,0.377270427,1.623473274
OAY,-0.635,0.29474215,6.900176589
OAX,-0.635,0.29474215,6.900176589
CAP,0,0.456884852,1.642169424
CAQ,0,0.563384105,0.379557318
CAR,0.27,0.377270427,1.623473274
OAT,-0.635,0.29474215,6.900176589
OAS,-0.635,0.29474215,6.900176589
CAK,0,0.456884852,1.642169424
CAL,0,0.563384105,0.379557318
CAM,0.27,0.377270427,1.623473274
OAO,-0.635,0.29474215,6.900176589
OAN,-0.635,0.29474215,6.900176589
CAF,0,0.456884852,1.642169424
CAG,0,0.563384105,0.379557318
CAH,0.27,0.377270427,1.623473274
OAJ,-0.635,0.29474215,6.900176589
OAI,-0.635,0.29474215,6.900176589
CAA,0,0.456884852,1.642169424
CAB,0,0.456884852,1.642169424
CAC,0.27,0.377270427,1.623473274
OAE,-0.635,0.29474215,6.900176589
OAD,-0.635,0.29474215,6.900176589
OAD     60     -0.635     0.29474215     6.900176589,,,
